0,0.697918,-1.06102,-1.09096,0,0,-0.00363945,0.15
1,0.698549,-1.06224,-1.09098,0.0539778,0,-0.00363945,0.15
2,0.700624,-1.06623,-1.09104,0.0979448,0,-0.00363945,0.15
3,0.703612,-1.07197,-1.09113,0.136974,0,-0.00363945,0.15
4,0.706459,-1.07744,-1.09121,0.164831,0,-0.00363945,0.15
5,0.711225,-1.08661,-1.09131,0.201727,0,-0.00363945,0.2
6,0.714945,-1.09376,-1.09141,0.225521,0,-0.00363945,0.2
7,0.721684,-1.10673,-1.0916,0.261864,0,-0.00363945,0.2
8,0.726671,-1.11633,-1.09167,0.284906,0,-0.00363945,0.2
9,0.73446,-1.13133,-1.09189,0.316389,0,-0.00363945,0.25
10,0.743145,-1.14806,-1.0921,0.346815,0,-0.00363945,0.25
11,0.749275,-1.15987,-1.09225,0.366065,0,-0.00363945,0.25
12,0.75929,-1.17918,-1.09249,0.394452,0,-0.00363945,0.3
13,0.769974,-1.1998,-1.09275,0.421433,0,-0.00363945,0.3
14,0.777634,-1.21458,-1.09293,0.439092,0,-0.00363945,0.3
15,0.789883,-1.23824,-1.09323,0.464949,0,-0.00363945,0.35
16,0.79817,-1.25426,-1.09343,0.481038,0,-0.00363945,0.35
17,0.810879,-1.27884,-1.09374,0.503868,0,-0.00363945,0.4
18,0.824485,-1.30517,-1.09407,0.52621,0,-0.00363945,0.4
19,0.834271,-1.32419,-1.0943,0.541171,0,-0.00363945,0.45
20,0.848581,-1.35205,-1.09465,0.561573,0,-0.00363945,0.45
21,0.858474,-1.37133,-1.09489,0.574759,0,-0.00363945,0.5
22,0.873463,-1.40056,-1.09526,0.593479,0,-0.00363945,0.55
23,0.884865,-1.42281,-1.09554,0.606819,0,-0.00363945,0.55
24,0.900494,-1.45334,-1.09592,0.623975,0,-0.00363945,0.6
25,0.916341,-1.48432,-1.09631,0.640188,0,-0.00363945,0.6
26,0.928669,-1.50844,-1.09661,0.652068,0,-0.00363945,0.65
27,0.945734,-1.54187,-1.09703,0.667554,0,-0.00363945,0.7
28,0.963436,-1.57657,-1.09746,0.682564,0,-0.00363945,0.7
29,0.975727,-1.60069,-1.09776,0.692415,0,-0.00363945,0.75
30,0.99369,-1.63597,-1.0982,0.706045,0,-0.00363945,0.8
31,1.00594,-1.66006,-1.0985,0.71486,0,-0.00363945,0.8
32,1.02474,-1.69705,-1.09897,0.727696,0,-0.00363945,0.85
33,1.04356,-1.73412,-1.09943,0.739769,0,-0.00363945,0.9
34,1.05635,-1.75933,-1.09975,0.74757,0,-0.00363945,0.95
